Building Type,Incident Zip,Borough,Day of Week,Date of Report,Duration of Call (min)
Hotel,10034,Manhattan,5,2023-09-22,60
Hotel,10451,Bronx,4,2023-08-24,45
Hotel,11226,Brooklyn,5,2023-12-15,14
Apartment Complex,10038,Manhattan,5,2023-12-29,8
Private Home,10214,Manhattan,6,2023-12-02,49
Apartment Complex,11064,Queens,6,2023-10-21,14
Hotel,10115,Manhattan,7,2023-02-12,54
Hotel,10458,Bronx,4,2023-07-06,21
Private Home,10301,Staten Island,6,2023-09-23,19
Apartment Complex,10462,Bronx,5,2023-11-24,46
Apartment Complex,11215,Brooklyn,1,2023-09-04,2
Villa,11217,Brooklyn,5,2023-06-23,24
Villa,11068,Queens,2,2023-11-28,28
Hotel,10221,Manhattan,2,2023-03-28,18
Apartment Complex,10303,Staten Island,4,2023-06-08,4
Villa,10306,Staten Island,1,2023-11-13,15
Private Home,11065,Queens,2,2023-04-25,34
Villa,11254,Brooklyn,4,2023-08-31,9
Apartment Complex,10186,Manhattan,7,2023-07-23,11
Private Home,10239,Manhattan,7,2023-03-12,7
Villa,11236,Brooklyn,2,2023-04-04,54
Private Home,10302,Staten Island,7,2023-05-14,45
Apartment Complex,10074,Manhattan,5,2023-04-07,13
Villa,10117,Manhattan,7,2023-06-11,28
Villa,10067,Manhattan,2,2023-09-12,4
Apartment Complex,10467,Bronx,5,2023-05-12,7
Apartment Complex,10312,Staten Island,2,2023-02-21,37
Villa,11029,Queens,4,2023-04-20,48
Villa,11051,Queens,7,2023-09-17,3
Apartment Complex,11221,Brooklyn,3,2023-10-18,37
Villa,10202,Manhattan,5,2023-12-15,2
Villa,10302,Staten Island,4,2023-08-24,44
Private Home,10032,Manhattan,4,2023-05-18,42
Villa,11243,Brooklyn,1,2023-03-13,48
Apartment Complex,10471,Bronx,4,2023-09-07,29
Apartment Complex,10254,Manhattan,5,2023-10-06,54
Private Home,10311,Staten Island,3,2023-06-21,45
Apartment Complex,10462,Bronx,6,2023-02-11,55
Hotel,10474,Bronx,3,2023-01-25,55
Hotel,10457,Bronx,6,2023-10-28,6
Apartment Complex,11245,Brooklyn,4,2023-12-28,8
Apartment Complex,10304,Staten Island,6,2023-06-10,22
Villa,11237,Brooklyn,1,2023-05-15,10
Apartment Complex,10465,Bronx,2,2023-07-18,17
Villa,11082,Queens,3,2023-03-15,54
Apartment Complex,10196,Manhattan,5,2023-03-31,3
Hotel,11042,Queens,4,2023-01-26,50
Apartment Complex,10471,Bronx,7,2023-09-17,15
Villa,11081,Queens,3,2023-11-22,54
Hotel,10071,Manhattan,3,2023-11-15,59
Villa,10462,Bronx,3,2023-11-08,42
Apartment Complex,11086,Queens,6,2023-08-12,41
Private Home,10469,Bronx,5,2023-01-13,53
Private Home,10236,Manhattan,1,2023-12-18,20
Hotel,10027,Manhattan,5,2023-04-07,9
Hotel,10231,Manhattan,3,2023-07-26,33
Private Home,10011,Manhattan,3,2023-06-21,26
Hotel,11228,Brooklyn,2,2023-01-03,46
Hotel,10132,Manhattan,2,2023-06-06,6
Apartment Complex,10153,Manhattan,5,2023-08-04,57
Apartment Complex,11014,Queens,3,2023-04-19,47
Apartment Complex,10451,Bronx,5,2023-11-24,32
Private Home,11086,Queens,7,2023-01-15,20
Hotel,11241,Brooklyn,2,2023-10-24,25
Villa,10309,Staten Island,3,2023-02-15,31
Apartment Complex,11202,Brooklyn,2,2023-03-21,6
Villa,10458,Bronx,7,2023-03-26,46
Villa,11076,Queens,5,2023-09-15,49
Private Home,10452,Bronx,3,2023-01-25,36
Villa,10078,Manhattan,6,2023-01-21,57
Villa,11094,Queens,1,2023-12-18,4
Villa,11058,Queens,2,2023-10-24,44
Private Home,10062,Manhattan,1,2023-05-22,52
Apartment Complex,11210,Brooklyn,7,2023-11-12,11
Apartment Complex,11092,Queens,4,2023-08-17,18
Hotel,10312,Staten Island,2,2023-06-27,5
Private Home,11085,Queens,7,2023-07-16,40
Private Home,10306,Staten Island,7,2023-08-20,17
Villa,10313,Staten Island,4,2023-08-10,16
Private Home,10306,Staten Island,2,2023-05-09,36
Villa,10309,Staten Island,6,2023-07-08,45
Villa,11072,Queens,2,2023-10-03,24
Villa,11021,Queens,1,2023-01-09,25
Villa,10083,Manhattan,1,2023-03-13,52
Apartment Complex,10206,Manhattan,2,2023-06-20,20
Apartment Complex,10091,Manhattan,6,2023-11-25,11
Private Home,11218,Brooklyn,5,2023-05-26,12
Hotel,11034,Queens,6,2023-05-20,47
Apartment Complex,11214,Brooklyn,2,2023-03-14,2
Apartment Complex,11029,Queens,1,2023-09-04,56
Apartment Complex,10156,Manhattan,6,2023-02-11,60
Hotel,11059,Queens,2,2023-10-31,59
Hotel,10451,Bronx,4,2023-11-02,5
Villa,10144,Manhattan,1,2023-07-24,42
Hotel,10306,Staten Island,3,2023-03-08,50
Apartment Complex,11056,Queens,7,2023-11-26,7
Hotel,10019,Manhattan,4,2023-04-20,56
Private Home,10253,Manhattan,1,2023-05-15,40
Private Home,10310,Staten Island,5,2023-05-12,53
Villa,10473,Bronx,7,2023-04-16,13
Villa,11207,Brooklyn,3,2023-06-14,1
Hotel,11236,Brooklyn,2,2023-08-01,4
Villa,10454,Bronx,7,2023-08-13,56
Apartment Complex,10461,Bronx,2,2023-10-24,40
Apartment Complex,11026,Queens,3,2023-07-05,18
Private Home,11246,Brooklyn,5,2023-09-08,28
Apartment Complex,11040,Queens,7,2023-03-05,13
Apartment Complex,11015,Queens,5,2023-04-14,54
Hotel,10458,Bronx,5,2023-09-29,55
Hotel,11221,Brooklyn,3,2023-02-15,6
Villa,10474,Bronx,1,2023-09-04,31
Apartment Complex,11014,Queens,5,2023-11-17,29
Private Home,11203,Brooklyn,6,2023-07-15,44
Villa,11007,Queens,6,2023-09-09,40
Apartment Complex,10452,Bronx,1,2023-10-16,34
Apartment Complex,11234,Brooklyn,2,2023-06-06,27
Apartment Complex,11210,Brooklyn,1,2023-11-06,3
Hotel,11211,Brooklyn,1,2023-07-24,39
Private Home,11033,Queens,5,2023-08-11,2
Villa,10017,Manhattan,7,2023-10-01,26
Villa,10472,Bronx,1,2023-01-16,15
Apartment Complex,10472,Bronx,6,2023-01-21,1
Hotel,11073,Queens,1,2023-06-19,11
Apartment Complex,10301,Staten Island,2,2023-08-01,41
Villa,10312,Staten Island,3,2023-11-22,5
Villa,10148,Manhattan,2,2023-01-17,57
Apartment Complex,10249,Manhattan,1,2023-07-10,39
Hotel,11035,Queens,2,2023-01-17,53
Apartment Complex,11069,Queens,5,2023-09-08,58
Villa,10199,Manhattan,6,2023-06-10,19
Apartment Complex,10461,Bronx,2,2023-01-10,13
Hotel,10304,Staten Island,2,2023-07-25,38
Hotel,11241,Brooklyn,5,2023-12-01,49
Private Home,10311,Staten Island,1,2023-06-19,41
Hotel,11023,Queens,6,2023-09-30,10
Private Home,10176,Manhattan,7,2023-04-02,23
Private Home,10311,Staten Island,2,2023-06-06,58
Private Home,10306,Staten Island,1,2024-01-01,38
Apartment Complex,10456,Bronx,3,2023-07-19,12
Villa,10453,Bronx,7,2023-12-17,42
Apartment Complex,10045,Manhattan,2,2023-08-22,33
Private Home,11220,Brooklyn,7,2023-02-05,39
Villa,10312,Staten Island,3,2023-08-09,49
Private Home,11016,Queens,4,2023-11-23,54
Hotel,11248,Brooklyn,4,2023-07-27,11
Apartment Complex,10451,Bronx,4,2023-05-25,13
Villa,11103,Queens,4,2023-08-17,4
Private Home,11245,Brooklyn,1,2023-02-27,34
Hotel,10302,Staten Island,7,2023-09-03,7
Hotel,10454,Bronx,1,2023-12-18,39
Villa,10464,Bronx,5,2023-02-03,37
Hotel,10305,Staten Island,6,2023-03-18,58
Private Home,11089,Queens,2,2023-03-07,9
Private Home,10307,Staten Island,1,2023-01-23,31
Villa,10121,Manhattan,4,2023-01-26,6
Apartment Complex,10048,Manhattan,1,2023-10-02,49
Private Home,11228,Brooklyn,7,2023-11-12,24
Hotel,10195,Manhattan,1,2023-12-25,17
Apartment Complex,11215,Brooklyn,1,2023-05-01,58
Private Home,11255,Brooklyn,3,2023-07-19,33
Apartment Complex,10205,Manhattan,3,2023-06-21,53
Private Home,10466,Bronx,2,2023-09-05,10
Hotel,10301,Staten Island,5,2023-01-20,3
Apartment Complex,10452,Bronx,6,2023-02-11,34
Villa,10138,Manhattan,7,2023-02-12,27
Apartment Complex,10461,Bronx,7,2023-08-13,29
Hotel,11242,Brooklyn,7,2023-11-12,32
Hotel,10303,Staten Island,5,2023-06-30,9
Private Home,10234,Manhattan,4,2023-11-23,22
Private Home,11093,Queens,7,2023-07-02,27
Apartment Complex,10458,Bronx,3,2023-01-11,22
Private Home,10048,Manhattan,6,2023-05-06,6
Hotel,10084,Manhattan,7,2023-10-29,3
Hotel,11107,Queens,4,2023-01-19,19
Private Home,10272,Manhattan,4,2023-03-23,55
Villa,10460,Bronx,7,2023-03-05,22
Apartment Complex,10469,Bronx,5,2023-02-03,7
Hotel,11087,Queens,5,2023-04-14,5
Apartment Complex,10313,Staten Island,1,2023-06-19,16
Apartment Complex,10303,Staten Island,7,2023-09-10,44
Hotel,10457,Bronx,5,2023-05-26,14
Private Home,10307,Staten Island,1,2023-03-13,34
Villa,10471,Bronx,5,2023-03-24,15
Apartment Complex,11250,Brooklyn,4,2023-12-14,12
Private Home,10261,Manhattan,3,2023-01-11,40
Villa,10030,Manhattan,3,2023-08-09,7
Villa,10472,Bronx,7,2023-12-24,21
Apartment Complex,10304,Staten Island,7,2023-05-21,24
Hotel,10266,Manhattan,1,2023-10-30,52
Private Home,10455,Bronx,7,2023-05-14,54
Private Home,10464,Bronx,3,2023-11-22,15
Hotel,10173,Manhattan,7,2023-06-25,16
Private Home,10040,Manhattan,6,2023-08-12,12
Private Home,10280,Manhattan,2,2023-12-05,12
Hotel,11229,Brooklyn,3,2023-02-01,31
Private Home,11089,Queens,1,2023-12-11,55
Villa,11080,Queens,1,2023-12-11,52
Private Home,11238,Brooklyn,1,2023-05-01,5
Villa,10460,Bronx,1,2023-09-04,51
Apartment Complex,11248,Brooklyn,5,2023-09-15,42
Private Home,10302,Staten Island,6,2023-09-30,48
Villa,10312,Staten Island,7,2023-09-17,23
Apartment Complex,11228,Brooklyn,4,2023-01-12,52
Hotel,11101,Queens,2,2023-03-07,11
Apartment Complex,10461,Bronx,7,2023-06-25,40
Apartment Complex,10303,Staten Island,2,2023-04-25,8
Private Home,10453,Bronx,1,2023-07-31,4
Apartment Complex,11226,Brooklyn,3,2023-01-11,26
Hotel,11229,Brooklyn,7,2023-04-30,49
Apartment Complex,10301,Staten Island,4,2023-08-31,34
Villa,10302,Staten Island,2,2023-07-18,50
Private Home,11070,Queens,6,2023-10-28,8
Private Home,11244,Brooklyn,2,2023-05-02,44
Apartment Complex,10071,Manhattan,2,2023-07-25,15
Apartment Complex,11226,Brooklyn,1,2023-02-27,54
Villa,10454,Bronx,1,2023-01-30,11
Apartment Complex,11233,Brooklyn,6,2023-08-19,11
Apartment Complex,10303,Staten Island,4,2023-02-23,8
Apartment Complex,10097,Manhattan,5,2023-03-10,20
Private Home,10237,Manhattan,7,2023-07-02,59
Villa,11107,Queens,5,2023-08-18,22
Apartment Complex,11041,Queens,7,2023-09-24,4
Apartment Complex,11216,Brooklyn,5,2023-11-17,45
Villa,11106,Queens,7,2023-07-16,42
Apartment Complex,11219,Brooklyn,1,2023-10-30,3
Apartment Complex,10029,Manhattan,5,2023-03-10,13
Private Home,10312,Staten Island,5,2023-10-20,48
Villa,10458,Bronx,2,2023-07-04,46
Private Home,11037,Queens,5,2023-07-28,24
Apartment Complex,11249,Brooklyn,5,2023-03-03,45
Hotel,10306,Staten Island,7,2023-02-12,51
Hotel,10103,Manhattan,7,2023-11-19,47
Hotel,10301,Staten Island,7,2023-05-07,48
Hotel,10217,Manhattan,5,2023-01-06,41
Apartment Complex,11222,Brooklyn,2,2023-12-05,12
Apartment Complex,10038,Manhattan,4,2023-10-12,6
Private Home,11108,Queens,6,2023-12-09,42
Private Home,10301,Staten Island,3,2023-03-15,12
Hotel,10257,Manhattan,4,2023-02-16,48
Hotel,11009,Queens,1,2023-12-11,18
Apartment Complex,10454,Bronx,1,2023-11-20,26
Private Home,10036,Manhattan,2,2023-10-10,8
Villa,10080,Manhattan,6,2023-03-04,48
Hotel,10116,Manhattan,7,2023-07-09,59
Villa,10309,Staten Island,7,2023-01-08,25
Apartment Complex,10472,Bronx,3,2023-01-04,20
Hotel,10269,Manhattan,5,2023-04-07,8
Hotel,10468,Bronx,3,2023-02-01,51
Villa,11048,Queens,4,2023-06-22,22
Hotel,10309,Staten Island,4,2023-05-25,18
Villa,10313,Staten Island,5,2023-02-10,23
Apartment Complex,10309,Staten Island,4,2023-09-21,42
Private Home,11249,Brooklyn,3,2023-09-13,26
Villa,11104,Queens,6,2023-05-13,54
Apartment Complex,11020,Queens,5,2023-09-29,36
Apartment Complex,11209,Brooklyn,5,2023-07-14,46
Apartment Complex,10180,Manhattan,3,2023-01-25,17
Private Home,10056,Manhattan,4,2023-02-09,39
Hotel,11202,Brooklyn,4,2023-07-06,35
Private Home,11218,Brooklyn,3,2023-06-14,59
Apartment Complex,11227,Brooklyn,3,2023-05-17,36
Villa,11039,Queens,1,2023-07-10,21
Private Home,10208,Manhattan,7,2023-02-26,12
Private Home,10310,Staten Island,4,2023-01-12,9
Apartment Complex,10458,Bronx,1,2023-01-23,49
Hotel,11231,Brooklyn,6,2023-10-07,11
Villa,10460,Bronx,7,2023-07-16,4
Private Home,10474,Bronx,7,2023-03-19,2
Private Home,10469,Bronx,3,2023-10-18,1
Private Home,10303,Staten Island,6,2023-12-16,33
Apartment Complex,10305,Staten Island,3,2023-05-31,12
Villa,11201,Brooklyn,6,2023-10-21,12
Private Home,11011,Queens,5,2023-08-25,56
Villa,10109,Manhattan,7,2023-09-03,28
Private Home,11081,Queens,1,2023-02-06,13
Villa,11241,Brooklyn,3,2023-04-26,52
Apartment Complex,11201,Brooklyn,5,2023-11-17,13
Apartment Complex,10471,Bronx,2,2023-12-12,23
Private Home,10307,Staten Island,4,2023-07-13,35
Private Home,10179,Manhattan,2,2023-02-28,26
Apartment Complex,11210,Brooklyn,4,2023-12-21,60
Apartment Complex,10304,Staten Island,7,2023-01-15,60
Private Home,11233,Brooklyn,7,2023-06-11,24
Hotel,11236,Brooklyn,4,2023-12-28,14
Private Home,10302,Staten Island,1,2023-07-03,22
Apartment Complex,10186,Manhattan,7,2023-07-02,24
Private Home,11246,Brooklyn,7,2023-04-30,17
Private Home,11008,Queens,6,2023-05-06,7
Apartment Complex,10187,Manhattan,4,2023-05-11,50
Private Home,10312,Staten Island,1,2023-12-18,11
Hotel,10474,Bronx,7,2023-04-16,50
Villa,10308,Staten Island,4,2023-10-12,23
Private Home,11058,Queens,7,2023-01-01,6
Apartment Complex,11242,Brooklyn,4,2023-01-05,37
Villa,10216,Manhattan,7,2023-01-01,16
Private Home,10453,Bronx,5,2023-01-20,36
Villa,10036,Manhattan,6,2023-09-02,31
Private Home,10114,Manhattan,7,2023-02-26,45
Apartment Complex,11239,Brooklyn,2,2023-01-03,47
Private Home,10302,Staten Island,5,2023-11-17,55
Apartment Complex,10306,Staten Island,5,2023-10-20,45
Villa,10312,Staten Island,2,2023-12-19,34
Apartment Complex,11220,Brooklyn,7,2023-10-01,51
Private Home,11079,Queens,7,2023-03-19,17
Villa,10091,Manhattan,7,2023-09-17,20
Apartment Complex,10311,Staten Island,3,2023-05-31,39
Private Home,11059,Queens,5,2023-04-28,48
Apartment Complex,10202,Manhattan,3,2023-05-17,40
Hotel,10136,Manhattan,3,2023-05-17,1
Private Home,10301,Staten Island,4,2023-08-10,3
Villa,11094,Queens,7,2023-05-07,13
Villa,10078,Manhattan,7,2023-04-16,47
Villa,11236,Brooklyn,5,2023-05-19,13
Apartment Complex,10464,Bronx,4,2023-02-16,51
Private Home,10307,Staten Island,3,2023-03-01,22
Private Home,10471,Bronx,4,2023-07-27,38
Private Home,10120,Manhattan,2,2023-09-12,52
Private Home,10301,Staten Island,4,2023-06-01,40
Apartment Complex,10158,Manhattan,5,2023-08-11,47
Private Home,10177,Manhattan,5,2023-07-07,36
Apartment Complex,10034,Manhattan,3,2023-06-21,3
Hotel,10462,Bronx,1,2023-10-30,19
Hotel,10301,Staten Island,4,2023-06-29,37
Hotel,10451,Bronx,2,2023-02-21,41
Villa,10309,Staten Island,3,2023-07-19,32
Apartment Complex,10451,Bronx,3,2023-08-23,16
Villa,11201,Brooklyn,7,2023-10-22,14
Villa,10311,Staten Island,3,2023-09-06,39
Apartment Complex,11216,Brooklyn,1,2023-04-17,45
Private Home,11236,Brooklyn,2,2023-12-12,22
Hotel,10311,Staten Island,1,2023-12-25,53
Hotel,10063,Manhattan,2,2023-07-25,20
Villa,11228,Brooklyn,5,2023-02-17,14
Hotel,10303,Staten Island,4,2023-08-03,47
Apartment Complex,11223,Brooklyn,7,2023-11-12,47
Apartment Complex,10084,Manhattan,6,2023-02-11,39
Apartment Complex,11204,Brooklyn,7,2023-12-31,6
Hotel,11099,Queens,1,2023-04-10,53
Hotel,10308,Staten Island,4,2023-11-16,47
Apartment Complex,11102,Queens,6,2023-04-01,41
Private Home,11217,Brooklyn,5,2023-04-28,2
Hotel,11046,Queens,6,2023-11-18,40
Private Home,10241,Manhattan,6,2023-02-18,3
Apartment Complex,10153,Manhattan,4,2023-08-24,57
Apartment Complex,11026,Queens,7,2023-08-13,47
Private Home,11097,Queens,7,2023-11-12,30
Private Home,10465,Bronx,7,2023-04-30,17
Hotel,11094,Queens,2,2023-08-15,3
Private Home,10238,Manhattan,1,2023-07-24,22
Apartment Complex,10071,Manhattan,5,2023-06-09,14
Apartment Complex,10114,Manhattan,2,2023-10-03,2
Apartment Complex,10455,Bronx,4,2023-11-02,39
Villa,10170,Manhattan,4,2023-03-23,33
Private Home,10186,Manhattan,3,2023-07-12,20
Private Home,10309,Staten Island,1,2023-01-02,14
Private Home,11064,Queens,7,2023-03-05,44
Villa,11235,Brooklyn,4,2023-11-16,43
Hotel,11053,Queens,5,2023-12-01,4
Villa,10458,Bronx,3,2023-03-29,41
Villa,11226,Brooklyn,4,2023-09-21,55
Hotel,10149,Manhattan,1,2023-04-24,24
Apartment Complex,10311,Staten Island,4,2023-07-06,17
Private Home,10227,Manhattan,3,2023-01-18,12
Private Home,10218,Manhattan,4,2023-02-02,12
Apartment Complex,10003,Manhattan,3,2023-05-31,26
Villa,11205,Brooklyn,5,2023-09-08,23
Private Home,11100,Queens,7,2023-10-01,18
Hotel,10074,Manhattan,4,2023-01-19,20
Apartment Complex,11075,Queens,6,2023-04-08,36
Hotel,10303,Staten Island,4,2023-08-31,27
Apartment Complex,10303,Staten Island,3,2023-12-20,24
Apartment Complex,11090,Queens,3,2023-08-09,44
Apartment Complex,10010,Manhattan,7,2023-05-28,27
Villa,10260,Manhattan,4,2023-02-09,53
Hotel,10463,Bronx,3,2023-07-26,47
Apartment Complex,10304,Staten Island,3,2023-10-04,51
Hotel,10301,Staten Island,1,2023-11-20,37
Private Home,10252,Manhattan,3,2023-05-31,49
Villa,10313,Staten Island,5,2023-08-04,55
Private Home,11233,Brooklyn,7,2023-07-23,29
Villa,11220,Brooklyn,5,2023-08-25,44
Private Home,10313,Staten Island,7,2023-02-12,48
Private Home,11004,Queens,5,2023-02-03,51
Apartment Complex,11231,Brooklyn,2,2023-07-25,44
Apartment Complex,11077,Queens,7,2023-04-09,12
Villa,10451,Bronx,2,2023-05-09,59
Hotel,11067,Queens,6,2023-04-01,3
Private Home,10467,Bronx,1,2023-01-09,11
Hotel,10309,Staten Island,1,2023-10-02,37
Hotel,10468,Bronx,5,2023-06-09,13
Apartment Complex,10302,Staten Island,1,2023-09-25,3
Private Home,11210,Brooklyn,6,2023-05-27,44
Hotel,11076,Queens,7,2023-09-17,40
Villa,11075,Queens,1,2023-01-02,45
Apartment Complex,10451,Bronx,7,2023-02-19,55
Villa,10204,Manhattan,5,2023-07-14,52
Hotel,11220,Brooklyn,5,2023-08-18,27
Villa,10456,Bronx,3,2023-09-06,20
Hotel,11024,Queens,4,2023-03-16,53
Hotel,10313,Staten Island,1,2023-01-09,59
Villa,11090,Queens,7,2023-08-27,4
Villa,10471,Bronx,2,2023-05-02,9
Villa,11217,Brooklyn,3,2023-11-08,26
Apartment Complex,11100,Queens,2,2023-03-28,18
Villa,10124,Manhattan,6,2023-06-24,46
Private Home,10184,Manhattan,4,2023-05-04,13
Apartment Complex,11082,Queens,6,2023-12-02,59
Villa,11074,Queens,2,2023-01-24,54
Private Home,11222,Brooklyn,1,2023-02-06,42
Villa,11251,Brooklyn,2,2023-11-07,14
Apartment Complex,10311,Staten Island,5,2023-09-08,12
Villa,10158,Manhattan,4,2023-11-30,51
Private Home,11065,Queens,4,2023-01-05,2
Hotel,11101,Queens,6,2023-11-11,20
Apartment Complex,10306,Staten Island,4,2023-03-23,52
Villa,11036,Queens,1,2023-10-23,43
Villa,10460,Bronx,5,2023-07-14,9
Apartment Complex,10305,Staten Island,2,2023-03-28,18
Apartment Complex,10309,Staten Island,4,2023-02-16,44
Villa,11244,Brooklyn,7,2023-11-26,35
Villa,10305,Staten Island,7,2023-04-09,40
Private Home,10268,Manhattan,5,2023-07-21,36
Private Home,11032,Queens,6,2023-08-12,8
Hotel,11104,Queens,5,2023-02-03,43
Villa,10455,Bronx,5,2023-02-10,45
Private Home,10305,Staten Island,2,2023-07-04,39
Apartment Complex,11079,Queens,7,2023-04-23,56
Private Home,11249,Brooklyn,3,2023-05-31,1
Villa,10303,Staten Island,5,2023-03-03,23
Villa,10310,Staten Island,2,2023-08-29,20
Private Home,10206,Manhattan,7,2023-10-01,16
Apartment Complex,10310,Staten Island,4,2023-09-07,53
Apartment Complex,11021,Queens,6,2023-08-19,37
Private Home,11005,Queens,7,2023-11-12,47
Villa,10471,Bronx,7,2023-10-01,5
Hotel,11254,Brooklyn,5,2023-04-14,38
Apartment Complex,10060,Manhattan,2,2023-07-18,41
Hotel,10457,Bronx,4,2023-07-13,41
Private Home,10308,Staten Island,1,2023-01-30,34
Apartment Complex,11077,Queens,1,2023-06-19,17
Villa,11226,Brooklyn,7,2023-03-12,41
Villa,11077,Queens,4,2023-10-19,30
Apartment Complex,10308,Staten Island,7,2023-05-14,35
Hotel,11044,Queens,6,2023-12-30,41
Hotel,10454,Bronx,7,2023-07-23,24
Apartment Complex,10312,Staten Island,6,2023-12-16,20
Apartment Complex,11028,Queens,3,2023-09-06,17
Private Home,10310,Staten Island,6,2023-12-16,53
Villa,10313,Staten Island,4,2023-06-15,12
Hotel,10459,Bronx,6,2023-10-14,54
Villa,11090,Queens,3,2023-03-01,4
Hotel,10226,Manhattan,5,2023-12-15,51
Private Home,11218,Brooklyn,4,2023-09-21,19
Private Home,10308,Staten Island,7,2023-02-26,58
Villa,10471,Bronx,5,2023-12-01,12
Private Home,10280,Manhattan,1,2023-03-27,21
Private Home,11045,Queens,7,2023-12-17,49
Villa,10461,Bronx,5,2023-03-03,20
Hotel,11243,Brooklyn,7,2023-03-26,41
Private Home,10463,Bronx,2,2023-02-21,5
Villa,11055,Queens,3,2023-05-24,7
Villa,10462,Bronx,5,2023-12-01,45
Private Home,10305,Staten Island,6,2023-03-11,28
Apartment Complex,11029,Queens,2,2023-05-09,34
Hotel,10141,Manhattan,6,2023-06-24,51
Private Home,10451,Bronx,7,2023-07-30,51
Villa,10309,Staten Island,4,2023-09-14,48
Hotel,10305,Staten Island,3,2023-08-16,15
Villa,10306,Staten Island,7,2023-11-26,14
Villa,10309,Staten Island,3,2023-05-31,35
Villa,10123,Manhattan,3,2023-03-15,37
Apartment Complex,11228,Brooklyn,4,2023-11-30,3
Apartment Complex,10306,Staten Island,7,2023-03-26,21
Villa,10182,Manhattan,5,2023-12-15,21
Hotel,10461,Bronx,6,2023-11-25,2
Villa,10312,Staten Island,5,2023-03-03,33
Private Home,11232,Brooklyn,5,2023-02-03,24
Villa,11213,Brooklyn,4,2023-05-04,34
Private Home,11250,Brooklyn,5,2023-03-10,7
Apartment Complex,10461,Bronx,1,2023-01-02,5
Apartment Complex,10465,Bronx,5,2023-06-16,9
Apartment Complex,10038,Manhattan,3,2023-10-04,12
Private Home,10306,Staten Island,7,2023-05-14,43
Villa,10474,Bronx,4,2023-05-18,49
Villa,10312,Staten Island,3,2023-03-22,52
Hotel,10460,Bronx,2,2023-06-06,27
Villa,10310,Staten Island,2,2023-04-11,56
Hotel,10146,Manhattan,2,2023-03-14,27
Villa,10209,Manhattan,3,2023-05-17,17
Apartment Complex,11098,Queens,6,2023-10-14,18
Villa,10305,Staten Island,4,2023-03-09,20
Private Home,10311,Staten Island,3,2023-09-13,14
Private Home,11085,Queens,1,2023-01-30,6
Apartment Complex,10461,Bronx,4,2023-08-10,49
Private Home,10084,Manhattan,2,2023-09-19,45
Private Home,10308,Staten Island,7,2023-02-12,17
Hotel,10184,Manhattan,5,2023-11-17,3
Apartment Complex,10268,Manhattan,5,2023-08-25,31
Hotel,10457,Bronx,7,2023-05-14,41
Villa,11047,Queens,4,2023-08-10,37
Hotel,10313,Staten Island,7,2023-07-02,5
Villa,11105,Queens,2,2023-06-06,60
Private Home,10303,Staten Island,6,2023-03-18,60
Apartment Complex,11242,Brooklyn,7,2023-05-07,7
Private Home,11210,Brooklyn,4,2023-07-13,39
Apartment Complex,10308,Staten Island,1,2024-01-01,36
Villa,11016,Queens,2,2023-03-28,47
Private Home,10189,Manhattan,2,2023-10-10,18
Hotel,10147,Manhattan,7,2023-11-19,34
Villa,11095,Queens,7,2023-11-26,14
Villa,11251,Brooklyn,2,2023-09-12,33
Villa,10310,Staten Island,7,2023-02-12,45
Villa,10304,Staten Island,6,2023-10-07,28
Apartment Complex,10026,Manhattan,3,2023-06-21,20
Hotel,10456,Bronx,5,2023-02-03,1
